0,1,2,3,4,5,6,7,8
i,Agricultural Land,"Balpiravadi Osmanabad 54
Total Area 3Acre17Gunthe
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
6,16,500  6 Lacs+

Balpirvadi Osmanabad 50/2
Total Area 1Acre30Gunthe
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
3,50,000  3 Lacs+

Balpiravadi Osmanabad 22
Total Area 2Acre20Gunthe
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
18,30,000  18 Lacs+

Devdhanora Kalamb Osmanabad 88
Total Area 2Acre39Gunthe
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
12,49,500  12 Lacs+","Sarola Osmanabad 236
Total Area 4Acre20Gunthe
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
20,16,000  20 Lacs+",Nil,Nil,Nil,Nil,"Rs 60,62,000
60 Lacs+"
ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Total Current Market Value of (i) to (v) (as per Affidavit),"40,46,000  40 Lacs+","20,16,000  20 Lacs+",Nil,Nil,Nil,Nil,"Rs 60,62,000
60 Lacs+",
Totals Calculated,"Rs 40,46,000
40 Lacs+","Rs 20,16,000
20 Lacs+",Nil,Nil,Nil,Nil,"Rs 60,62,000
60 Lacs+",
