0,1,2,3,4,5,6,7,8
i,Agricultural Land,Nil,"Mouje Mahagaon Taluka-Maval, Dist. Pune, Gat No.493, Area-00H-46R, Gat No.544, Area-00 Hect.-66 R
Total Area 2.32 Acre
Built Up Area
Whether Inherited N
Purchase Date 2012-02-05
Purchase Cost 320000.00
Development Cost 0.00
7,51,442  7 Lacs+",Nil,Nil,Nil,Nil,"Rs 7,51,442
7 Lacs+"
ii,Non Agricultural Land,Nil,Nil,Nil,Nil,Nil,Nil,Nil
iii,Commercial Buildings,Nil,"Mouje Dive Anjur, Teh.Bhivandi, Dist.Thane, S.No.56 D/4 Building Godown 1A/5
Total Area 5000 Sq.Ft.
Built Up Area 5000 Sq.Ft.
Whether Inherited N
Purchase Date 2012-10-17
Purchase Cost 7225000.00
Development Cost 0.00
1,45,85,000  1 Crore+",Nil,Nil,Nil,Nil,"Rs 1,45,85,000
1 Crore+"
iv,Residential Buildings,Nil,"H/10/701 Anand Sanstha Pratiksha (East) Mumbai 22
Total Area 811Sq.Ft
Built Up Area 811Sq.Ft
Whether Inherited N
Purchase Date 2008-08-28
Purchase Cost 1500350.00
Development Cost 0.00
96,21,395  96 Lacs+",Nil,Nil,Nil,Nil,"Rs 96,21,395
96 Lacs+"
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Total Current Market Value of (i) to (v) (as per Affidavit),Nil,"2,49,57,837  2 Crore+",Nil,Nil,Nil,Nil,"Rs 2,49,57,837
2 Crore+",
Totals Calculated,Nil,"Rs 2,49,57,837
2 Crore+",Nil,Nil,Nil,Nil,"Rs 2,49,57,837
2 Crore+",
