0,1,2,3,4,5,6,7,8
i,Agricultural Land,"Land at Dharangaon Tal. Niphad S.No.23/71
Total Area 16 acres 18R
Built Up Area
Whether Inherited Y
Purchase Date 1990-01-01
Purchase Cost 155513.00
Development Cost 0.00
60,00,000  60 Lacs+

Ancestnal Land at Somthane S.No.286/1
Total Area 2 acres
Built Up Area
Whether Inherited N
Purchase Date 2006-04-24
Purchase Cost 574300.00
Development Cost 0.00
15,00,000  15 Lacs+

Land at Aodha, Tal Nashik S.No.329/2
Total Area 2 acres 4R
Built Up Area
Whether Inherited N
Purchase Date 2007-09-17
Purchase Cost 990470.00
Development Cost 0.00
25,00,000  25 Lacs+

Land at Ghorwad S.No.168 A/B/C Land of Maparvadi Gat No.33
Total Area 18 acres 5R
Built Up Area
Whether Inherited N
Purchase Date 2018-01-01
Purchase Cost 8205300.00
Development Cost 0.00
85,00,000  85 Lacs+","Land at Shilapur, Tal.Nashik S.No.184/1
Total Area 2 acres 13.75R
Built Up Area
Whether Inherited Y
Purchase Date 2005-12-15
Purchase Cost 313350.00
Development Cost 0.00
22,00,000  22 Lacs+

Annestral Land at Somthane Tal.Sinnar S.No.286/7
Total Area 1 Acres 1R
Built Up Area
Whether Inherited N
Purchase Date 2006-04-24
Purchase Cost 0.00
Development Cost 0.00
3,50,000  3 Lacs+

Land at Aodha, Tal.Nashik S.No.329/2
Total Area 9 acre 80R
Built Up Area
Whether Inherited N
Purchase Date 2018-01-01
Purchase Cost 0.00
Development Cost 0.00
85,00,000  85 Lacs+",Nil,"Ancestral Land at Somthane, Tal.Sinnar. S.No.286/7
Total Area 1 Acre 1R
Built Up Area
Whether Inherited Y
Purchase Date 2019-01-01
Purchase Cost 444320.00
Development Cost 0.00
5,00,000  5 Lacs+

Land at Shivade Gat No. 544/3
Total Area 0.11R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
3,50,000  3 Lacs+",Nil,Nil,"Rs 3,04,00,000
3 Crore+"
ii,Non Agricultural Land,"S.No.66/A, Anandvalli Shivar
Total Area 26900 sq.ft
Built Up Area
Whether Inherited N
Purchase Date 2011-01-03
Purchase Cost 6516083.00
Development Cost 0.00
4,65,00,000  4 Crore+

Land at Ghorwad Tal.Sinnar S.No.168 A/B/C
Total Area 8 Acre 5R
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
6,09,52,003  6 Crore+","Malegaon MIDC
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
50,00,000  50 Lacs+",Nil,Nil,Nil,Nil,"Rs 11,24,52,003
11 Crore+"
iii,Commercial Buildings,"Deposit with for Leasehol, MSRTC Premises
Total Area 1431 sq.ft
Built Up Area 1431 sq.ft
Whether Inherited N
Purchase Date 2015-01-01
Purchase Cost 0.00
Development Cost 25000.00
60,00,000  60 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 60,00,000
60 Lacs+"
iv,Residential Buildings,"Flat- S.No.740/1-2-3/2 Plot No. 179P Anmol Nayantara Hills Nashik
Total Area 1650 sq.ft
Built Up Area 1650 sq.ft
Whether Inherited N
Purchase Date 2008-06-05
Purchase Cost 2466690.00
Development Cost 0.00
75,00,000  75 Lacs+

Flat No.4 at Nirman School View Visemala, College Road, Nashik S.No.723/4 Plot No.20
Total Area 444 sq.ft
Built Up Area 444 sq.ft
Whether Inherited N
Purchase Date 1994-03-28
Purchase Cost 119992.00
Development Cost 0.00
20,00,000  20 Lacs+

Flat at Ranade Sankul Sinnar S. No.4726
Total Area 137 sq.ft
Built Up Area 137 sq.ft
Whether Inherited N
Purchase Date 2004-07-15
Purchase Cost 265220.00
Development Cost 0.00
7,00,000  7 Lacs+

Flat at Sindhuratna Housing Society, Mumbai
Total Area 800 sq.ft
Built Up Area 800 sq.ft
Whether Inherited N
Purchase Date 2011-02-25
Purchase Cost 6350000.00
Development Cost 0.00
1,00,00,000  1 Crore+","Flat at Deolali S.No.27/9/1
Total Area 600 sq.ft
Built Up Area 600 sq.ft
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 2688410.00
Development Cost 0.00
40,00,000  40 Lacs+

Row House No.2 at Vise Mala, Nashik
Total Area 520 sq.ft
Built Up Area 520 sq.ft
Whether Inherited N
Purchase Date 2014-05-15
Purchase Cost 577800.00
Development Cost 0.00
20,00,000  20 Lacs+",Nil,"Row House No.2 at Vise Mala Nashik
Total Area 521 sq.ft
Built Up Area 521 sq.ft
Whether Inherited N
Purchase Date 2014-05-15
Purchase Cost 2688410.00
Development Cost 0.00
40,00,000  40 Lacs+",Nil,Nil,"Rs 3,02,00,000
3 Crore+"
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Total Current Market Value of (i) to (v) (as per Affidavit),"15,21,52,003  15 Crore+","2,20,50,000  2 Crore+",Nil,"49,10,000  49 Lacs+",Nil,Nil,"Rs 17,91,12,003
17 Crore+",
Totals Calculated,"Rs 15,21,52,003
15 Crore+","Rs 2,20,50,000
2 Crore+",Nil,"Rs 48,50,000
48 Lacs+",Nil,Nil,"Rs 17,90,52,003
17 Crore+",
