Name,Constituency,Age,PartyCode,CriminalCases,NumberOfCases,EducationLevel,TotalAssets,TotalLiabilities,PANGiven
Radhakrishna Eknathrao Vikhe Patil in Maharashtra Election 2014,SHIRDI,55,INC,No,0,Graduate,180061514,0,Y
Patil Vikhe Radakrishna Eknathrao in Maharashtra 2009,Shirdi,51,INC,No,0,Graduate,43222219,347962,Y
VIKHE PATIL RADHAKRISHNA EKNATH RAO in Maharashtra 2004,SHIRDI,46,INC,No,0,Graduate,15719199,142837,Y
