Name,Constituency,Age,PartyCode,CriminalCases,NumberOfCases,EducationLevel,TotalAssets,TotalLiabilities,PANGiven
Vijay Alias Balasaheb Bhausaheb Thorat in Maharashtra Election 2014,SANGMNER,61,INC,No,0,Graduate Professional,45957980,1421473,Y
Thorat Vijay alias Balasaheb Bhausaheb in Maharashtra 2009,Sangamner,56,INC,No,0,Graduate Professional,23850812,1032986,Y
THORAT VIJAY ALIAS BALASAHEB BHAOSAHAB in Maharashtra 2004,SANGAMNER,51,INC,No,0,Graduate Professional,10723799,681175,Y
