Name,Constituency,Age,Party Code,Criminal Cases,Number of Cases,Education Level,Total Assets,Total Liabilities,"PAN Given
(Y or N)"
Rathod Sanjay Dulichand in Maharashtra 2019,DIGRAS,48,SHS,Yes,4,Graduate Professional,"8,01,53,419
~ 8 Crore+","2,15,97,242
~ 2 Crore+",Y
Rathod Sanjay Dulichand in Maharashtra Election 2014,DIGRAS,43,SHS,Yes,20,Graduate Professional,"5,12,79,451
~ 5 Crore+","36,00,139
~ 36 Lacs+",Y
Rathod Sanjay Dulichand in Maharashtra 2009,Digras,38,SHS,Yes,21,Graduate,"1,14,40,542
~ 1 Crore+","2,63,877
~ 2 Lacs+",Y
RATHOD SANJAY DULICHAND in Maharashtra 2004,DARWHA,33,SHS,Yes,10,Post Graduate,"31,79,054
~ 31 Lacs+","0
~",Y
