Name,Constituency,Age,Party Code,Criminal Cases,Number of Cases,Education Level,Total Assets,Total Liabilities,"PAN Given
(Y or N)"
Chimanrao Rupchand Patil in Maharashtra 2019,ERANDOL,69,SHS,No,0,Post Graduate,"22,23,38,992
~ 22 Crore+","1,04,18,579
~ 1 Crore+",Y
Patil Chimanrao Rupchand in Maharashtra Election 2014,ERANDOL,64,SHS,Yes,6,Post Graduate,"11,41,60,490
~ 11 Crore+","79,53,678
~ 79 Lacs+",Y
Patil Chimanrao Rupchand in Maharashtra 2009,Erandol,59,SHS,Yes,6,Post Graduate,"3,00,72,760
~ 3 Crore+","21,06,000
~ 21 Lacs+",Y
PATIL CHIMANRAO RUPCHAND in Maharashtra 2004,PAROLA,54,SHS,Yes,6,Post Graduate,"1,13,09,731
~ 1 Crore+","75,598
~ 75 Thou+",Y
