Name,Constituency,Age,Party Code,Criminal Cases,Number of Cases,Education Level,Total Assets,Total Liabilities,"PAN Given
(Y or N)"
Kailas Kisanrao Gorantyal in Maharashtra 2019,JALNA,54,INC,Yes,4,10th Pass,"8,80,19,008
~ 8 Crore+","64,32,670
~ 64 Lacs+",Y
Gorantyal Kailas Kishanrao in Maharashtra Election 2014,JALNA,49,INC,Yes,4,Graduate,"6,57,93,451
~ 6 Crore+","1,53,43,746
~ 1 Crore+",Y
Gorantyal kailas Kishanrao in Maharashtra 2009,Jalna,44,INC,Yes,3,Graduate,"6,96,39,955
~ 6 Crore+","7,00,000
~ 7 Lacs+",Y
KAILAS KISHANRAO GORANTYAL in Maharashtra 2004,JALNA,39,INC,Yes,1,Graduate,"11,87,58,300
~ 11 Crore+","66,93,181
~ 66 Lacs+",Y
