Name,Constituency,Age,Party Code,Criminal Cases,Number of Cases,Education Level,Total Assets,Total Liabilities,"PAN Given
(Y or N)"
Mushrif Hasan Miyalal in Maharashtra 2019,KAGAL,65,NCP,Yes,3,Graduate,"10,62,46,539
~ 10 Crore+","96,39,928
~ 96 Lacs+",Y
Mushrif Hasan Miyalal in Maharashtra Election 2014,KAGAL,60,NCP,Yes,5,Graduate,"6,21,34,417
~ 6 Crore+","1,22,75,911
~ 1 Crore+",Y
Mushirf Hasan Miyalal in Maharashtra 2009,Kagal,56,NCP,Yes,4,Graduate,"3,46,84,136
~ 3 Crore+","73,09,652
~ 73 Lacs+",Y
MUSHRIF HASAN MIYYALAL in Maharashtra 2004,KAGAL,50,NCP,Yes,1,Graduate,"1,13,23,869
~ 1 Crore+","52,50,539
~ 52 Lacs+",Y
