Name,Constituency,Age,Party Code,Criminal Cases,Number of Cases,Education Level,Total Assets,Total Liabilities,"PAN Given
(Y or N)"
Dilip Bhausaheb Lande in Maharashtra 2019,CHANDIVALI,58,SHS,Yes,8,Graduate,"2,01,64,543
~ 2 Crore+","3,17,222
~ 3 Lacs+",Y
Dilip Lande in Maharashtra Election 2014,GHATKOPAR WEST,53,MNS,Yes,5,Graduate,"1,18,81,495
~ 1 Crore+","0
~",Y
दिलीप भाऊसाहेब लांडे in Brihanmumbai Municipal Corporation 2012,(154-L) Kamani Industries - Sakinaka,50,MNS,No,0,Graduate,"1,51,13,760
~ 1 Crore+","48,566
~ 48 Thou+",Y
Dilip Bhausaheb Lande in Maharashtra 2009,Chandivali,48,MNS,Yes,3,Graduate,"44,30,150
~ 44 Lacs+","1,29,984
~ 1 Lacs+",Y
