
i,Agricultural Land,"Mouje-Taroda, S.No. 35/2
Total Area 3.34Acres
Built Up Area
Whether Inherited N
Purchase Date 2004-06-01
Purchase Cost 20000.00
Development Cost 0.00
14,00,000  14 Lacs+

Mouje-Taroda, S.No. 36/1
Total Area 1.6 Acres
Built Up Area
Whether Inherited N
Purchase Date 2003-10-13
Purchase Cost 40000.00
Development Cost 0.00
9,00,000  9 Lacs+","Mouje-Rajana, Th.Chandur Rly Gt.No.33
Total Area 4.25 Acres
Built Up Area
Whether Inherited N
Purchase Date 2016-10-26
Purchase Cost 137000.00
Development Cost 0.00
12,00,000  12 Lacs+

Mouje-Rajana, Th.Chandur Rly, Gat No.31
Total Area 10.75 Acres
Built Up Area
Whether Inherited N
Purchase Date 2016-10-26
Purchase Cost 364000.00
Development Cost 0.00
33,00,000  33 Lacs+

Mouje-Rajana, Th. Chandur Rly Gt.No.44
Total Area 2.5 Acres
Built Up Area
Whether Inherited N
Purchase Date 2016-10-26
Purchase Cost 100000.00
Development Cost 0.00
9,00,000  9 Lacs+",Nil,"Mauje-Wagholi, Th. Dhamangaon Rly. Gt No.38
Total Area 5.62 Acres
Built Up Area
Whether Inherited N
Purchase Date 2013-08-29
Purchase Cost 1700000.00
Development Cost 0.00
75,00,000  75 Lacs+

Mouje Wagholi Th. Dhamangaon Rly Gt.No.338
Total Area 4.45 Acres
Built Up Area
Whether Inherited N
Purchase Date 2013-08-29
Purchase Cost 1298000.00
Development Cost 0.00
60,00,000  60 Lacs+",Nil,Nil,"Rs 2,12,00,000
2 Crore+"
ii,Non Agricultural Land,"Mauja-Juna Dhamangaon, S.No. 73/2, Plot No.13
Total Area 2906 Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2002-07-11
Purchase Cost 41000.00
Development Cost 0.00
14,53,000  14 Lacs+

Mouze Juna Dhamangaon S.No.73/2, Plot No.12
Total Area 4745 Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2003-01-06
Purchase Cost 75000.00
Development Cost 0.00
23,87,000  23 Lacs+

Mouje Juna Dhamangaon, S.No.73/2, Plot No.6
Total Area 5375 Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2003-04-04
Purchase Cost 100000.00
Development Cost 0.00
26,87,500  26 Lacs+

Mauje-Devgaon, S.No.318/1, Plot No.1&22
Total Area 10021 Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2004-05-31
Purchase Cost 125000.00
Development Cost 0.00
30,06,300  30 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 95,33,800
95 Lacs+"
iii,Commercial Buildings,"Industrial Plot At Nandgaon Peth MIDC Plot No.M-127
Total Area 40000 Sq.Ft
Built Up Area
Whether Inherited N
Purchase Date 2018-08-06
Purchase Cost 1760000.00
Development Cost 0.00
17,60,000  17 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 17,60,000
17 Lacs+"
iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Total Current Market Value of (i) to (v) (as per Affidavit),"1,35,93,800  1 Crore+","54,00,000  54 Lacs+",Nil,"1,35,00,000  1 Crore+",Nil,Nil,"Rs 3,24,93,800
3 Crore+"
Totals Calculated,"Rs 1,35,93,800
1 Crore+","Rs 54,00,000
54 Lacs+",Nil,"Rs 1,35,00,000
1 Crore+",Nil,Nil,"Rs 3,24,93,800
3 Crore+"
