
i,Agricultural Land,"Khurchpur 89 1.74 Gajipur
Total Area 6.5Acre
Built Up Area 4.5 Acre
Whether Inherited N
Purchase Date 1992-03-11
Purchase Cost 14250.00
Development Cost 0.00
40,00,000  40 Lacs+","Gajipur 54 2 Acre Gajipur 44
Total Area 4 Acre
Built Up Area
Whether Inherited N
Purchase Date 2001-04-03
Purchase Cost 1660000.00
Development Cost 0.00
24,00,000  24 Lacs+",Nil,Nil,Nil,Nil,"Rs 64,00,000
64 Lacs+"
ii,Non Agricultural Land,"Sai Nagar 113/1, Shivgirbaba Colony Lohegaon
Total Area 5250 Sq.Ft.
Built Up Area
Whether Inherited N
Purchase Date 2007-07-20
Purchase Cost 135000.00
Development Cost 0.00
23,00,000  23 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 23,00,000
23 Lacs+"
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil
iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,Nil
Total Current Market Value of (i) to (v) (as per Affidavit),0,Nil,Nil,Nil,Nil,Nil,Rs 0
Totals Calculated,"Rs 63,00,000
63 Lacs+","Rs 24,00,000
24 Lacs+",Nil,Nil,Nil,Nil,"Rs 87,00,000
87 Lacs+"
