
i,Agricultural Land,"Waghali, Tal - Chalisgaon Gat No. 991/1
Total Area 0 Hector 76 r
Built Up Area
Whether Inherited N
Purchase Date 2011-06-22
Purchase Cost 213440.00
Development Cost 0.00
19,70,000  19 Lacs+

Waghali, Tal - Chalisgaon Gat No. 999/2
Total Area 1 Hector 06 r
Built Up Area
Whether Inherited N
Purchase Date 2011-06-22
Purchase Cost 297440.00
Development Cost 0.00
19,10,000  19 Lacs+

Waghali, Tal - Chalisgaon Gat No. 988
Total Area 1 hector 48 r
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
27,15,000  27 Lacs+

Waghali, Tal - Chalisgaon Gat No. 994/1
Total Area 0 hector 65 r
Built Up Area
Whether Inherited N
Purchase Date 2000-01-06
Purchase Cost 90000.00
Development Cost 0.00
13,30,000  13 Lacs+

Waghali, Tal - Chalisgaon Gat No. 994/2
Total Area 0 hector 65
Built Up Area
Whether Inherited N
Purchase Date 2001-07-30
Purchase Cost 133435.00
Development Cost 0.00
13,30,000  13 Lacs+

Waghali, Tal - Chalisgaon Gat No. 994/3
Total Area 1 hector 12 r
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
21,20,000  21 Lacs+

Waghali, Tal - Chalisgaon Gat No. 1006
Total Area 1 hector 21 r
Built Up Area
Whether Inherited N
Purchase Date 2000-01-06
Purchase Cost 108000.00
Development Cost 0.00
24,30,000  24 Lacs+

Waghali, Tal - Chalisgaon Gat No. 1007
Total Area 0 hector 82 r
Built Up Area
Whether Inherited Y
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
15,20,000  15 Lacs+

Kadgaon, Taluka - Jalgaon Gat No. 108 (1/2 part)
Total Area 2 hector 65 r
Built Up Area
Whether Inherited N
Purchase Date 2009-09-09
Purchase Cost 460000.00
Development Cost 0.00
38,60,000  38 Lacs+

Waghadi, Tal - Chalisgaon Gat No. 978
Total Area 0 Hector 43 r
Built Up Area
Whether Inherited N
Purchase Date 2009-04-28
Purchase Cost 103500.00
Development Cost 0.00
11,10,000  11 Lacs+","Piprala, Jalgaon, Gat No. 110/1/1B
Total Area 0.10 r
Built Up Area
Whether Inherited N
Purchase Date 2010-10-19
Purchase Cost 1174163.00
Development Cost 0.00
54,90,000  54 Lacs+

Kadgaon, Tal - Jalgaon, Gat No. 108 (50%)
Total Area 2 Hector 65 r
Built Up Area
Whether Inherited N
Purchase Date 2009-09-10
Purchase Cost 559110.00
Development Cost 0.00
36,80,000  36 Lacs+

Kadgoan, Gat NO. 464
Total Area 1 Hector 77 r
Built Up Area
Whether Inherited N
Purchase Date 2019-05-25
Purchase Cost 754600.00
Development Cost 0.00
18,15,000  18 Lacs+

Waghli, Tal - Chalisgaon, Gat No. 990
Total Area 1 Hetor 59 r
Built Up Area
Whether Inherited N
Purchase Date 2001-07-30
Purchase Cost 194315.00
Development Cost 0.00
28,40,000  28 Lacs+

Kusunba, Tal - Jalgaon, Gat No. 205/5B/1 (22.5%)
Total Area 0 Hector 52 r
Built Up Area
Whether Inherited N
Purchase Date 2012-10-03
Purchase Cost 2842322.00
Development Cost 0.00
88,10,000  88 Lacs+

Waghdi, Tal - Chalisgaon, Gat No. 991
Total Area 1 Hector 45 r
Built Up Area
Whether Inherited N
Purchase Date 2000-01-06
Purchase Cost 180000.00
Development Cost 0.00
27,30,000  27 Lacs+

Wagholi,Tal -Chalisgaon, Gat No. 993
Total Area 1 Hector 51 r
Built Up Area
Whether Inherited N
Purchase Date 2000-01-06
Purchase Cost 134800.00
Development Cost 0.00
27,10,000  27 Lacs+

Waghali Taluka- Chalisgaon Gat No. 994/4
Total Area 0 Hector 85 r
Built Up Area
Whether Inherited N
Purchase Date 2000-03-10
Purchase Cost 141850.00
Development Cost 0.00
16,24,000  16 Lacs+",Nil,"Waghli, Taluka - Chalisgaon, 1012/2A
Total Area 0.95 r
Built Up Area
Whether Inherited N
Purchase Date 2013-06-21
Purchase Cost 508000.00
Development Cost 0.00
18,80,000  18 Lacs+

Jalgaon, C.S.No. 44/5+441/5
Total Area 30 r
Built Up Area
Whether Inherited N
Purchase Date 2016-07-14
Purchase Cost 288900.00
Development Cost 0.00
4,60,000  4 Lacs+","Asoda, Tal - Jalgaon, Gat No. 1986
Total Area 0.85 r
Built Up Area
Whether Inherited N
Purchase Date 2017-04-25
Purchase Cost 880180.00
Development Cost 0.00
20,10,000  20 Lacs+

Asoda, Tal - Jalgaon Gat No. 3095, 3142
Total Area 65 r
Built Up Area
Whether Inherited N
Purchase Date 2015-01-05
Purchase Cost 590000.00
Development Cost 0.00
16,27,000  16 Lacs+",Nil,"Rs 5,59,71,000
5 Crore+"
ii,Non Agricultural Land,"Aasoda, Tal - Jalgaon Gat No. 1569(50%)
Total Area 38750.00 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2012-06-18
Purchase Cost 373475.00
Development Cost 0.00
80,30,000  80 Lacs+

Aasoda, Tal - Jalgaon Gat No. 11637(50%)
Total Area 32292.00 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2012-10-23
Purchase Cost 221950.00
Development Cost 0.00
66,20,000  66 Lacs+

Bodvad, Tal - Bhusawal, Gat No. 165(20 %)
Total Area 10448.00 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2012-02-15
Purchase Cost 1150352.00
Development Cost 0.00
9,40,000  9 Lacs+

Piprola, Tal - Jalgaon, GAt NO. 111 (25%)
Total Area 7151.00 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2011-07-20
Purchase Cost 315425.00
Development Cost 0.00
37,75,000  37 Lacs+

Khedi, Taluka - Jalgaon, C.T.S. No. 13(25%)
Total Area 25889 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2011-12-08
Purchase Cost 508433.00
Development Cost 0.00
65,10,000  65 Lacs+

Jalgoan C.T.S. NO. 32 0/1A/2
Total Area 12486 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2011-05-05
Purchase Cost 809562.00
Development Cost 0.00
51,60,000  51 Lacs+

Paldhi, Taluka - Dhanarngaon, Gat No. 148/2 (25%)
Total Area 11033 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2013-11-20
Purchase Cost 72300.00
Development Cost 0.00
13,20,000  13 Lacs+

Paladhi, Taluka - Dharangaon Gat No. 148/3 (25%)
Total Area 11033 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2013-11-20
Purchase Cost 72300.00
Development Cost 0.00
13,20,000  13 Lacs+

Kusunba, Tal - Jalgaon, Gat No. 316 (15%)
Total Area 130621 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2013-12-23
Purchase Cost 226044.00
Development Cost 0.00
53,30,000  53 Lacs+

Umala, Tal - Jalgoan Gat No. 10/1
Total Area 34001 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2003-10-20
Purchase Cost 457500.00
Development Cost 0.00
31,40,000  31 Lacs+

Kusunba Khu., Tal - Jalgaon, Gat No. 391/1, Plot No. 3 (33.33%)
Total Area 1133 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2012-06-19
Purchase Cost 848000.00
Development Cost 0.00
13,60,000  13 Lacs+

Gadegaon, Tal - Jamner, Gat No. 151 + 152/2 (20%)
Total Area 25834 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2012-04-01
Purchase Cost 421104.00
Development Cost 0.00
26,90,000  26 Lacs+

Galgoan, Tal - Jalgaon, C.T.S.No. 16 2/1
Total Area 5382 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2013-08-23
Purchase Cost 2678630.00
Development Cost 0.00
36,10,000  36 Lacs+","Umala, Tal - Jalgaon, Gat No. 9/2
Total Area 42701 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2000-11-14
Purchase Cost 110400.00
Development Cost 0.00
31,40,000  31 Lacs+

Jalgoan, C.T.S.No. 48 7/A/2(U)
Total Area 4550 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2013-02-28
Purchase Cost 167378.00
Development Cost 0.00
18,20,000  18 Lacs+

Jalgoan, C.T.S. No. 48 A/(D)
Total Area 3337 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2012-01-04
Purchase Cost 254690.00
Development Cost 0.00
13,34,800  13 Lacs+

Jalgaon, C.T.S. No. 15 9/30
Total Area 1615 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2010-10-26
Purchase Cost 503550.00
Development Cost 0.00
12,10,000  12 Lacs+

Jalgaon, T.P. 2 T.C.S. 301
Total Area 2853 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 1998-07-10
Purchase Cost 1458000.00
Development Cost 0.00
1,21,00,000  1 Crore+

Jalgaon, Ayodhya Nagar, C.T.S. No. 31 Plot No. 39/2
Total Area 2500 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2010-11-02
Purchase Cost 1175000.00
Development Cost 0.00
45,60,000  45 Lacs+

C.T.S. No. 43 2+492/1+56 8 Plot No. 42(1/2)
Total Area 1345 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2012-04-30
Purchase Cost 1086907.00
Development Cost 0.00
44,45,000  44 Lacs+",Nil,Nil,Nil,Nil,"Rs 7,84,14,800
7 Crore+"
iii,Commercial Buildings,Nil,"Jalgaon Polan Peth, C.T.S.No. 1874 A
Total Area 800 sq. ft.
Built Up Area
Whether Inherited N
Purchase Date 2013-04-26
Purchase Cost 1605000.00
Development Cost 0.00
46,20,000  46 Lacs+",Nil,Nil,Nil,Nil,"Rs 46,20,000
46 Lacs+"
iv,Residential Buildings,Nil,Nil,Nil,Nil,Nil,Nil,Nil
v,Others,Nil,"Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,00,00,000  1 Crore+",Nil,Nil,Nil,Nil,"Rs 1,00,00,000
1 Crore+"
Total Current Market Value of (i) to (v) (as per Affidavit),"6,99,00,000  6 Crore+","7,29,28,800  7 Crore+",Nil,"23,40,000  23 Lacs+","36,37,000  36 Lacs+",Nil,"Rs 14,88,05,800
14 Crore+"
Totals Calculated,"Rs 7,01,00,000
7 Crore+","Rs 7,29,28,800
7 Crore+",Nil,"Rs 23,40,000
23 Lacs+","Rs 36,37,000
36 Lacs+",Nil,"Rs 14,90,05,800
14 Crore+"
