SrNo,Description,Self,Spouse,HUF,Dependent1,Dependent2,Dependent3,TotalPrice
i,Agricultural Land,"kapari-498 Purchase Date-20-12-1990 Purchase Price-9703 kapari-495 Purchase date-07-12-2017 Purchase Price-125000 Chikhali-Kha.360 Purchase Date-10-06-2016 Purchase Price-4292300 Dongarwadi-93/01,140/01 Purchase Date-25-04-2017 Purchase Price-3784866
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
1,25,34,500  1 Crore+","kapari-498 Purchase Date-20-12-1990 Purchase Price-9703 Natoli-31/05 Purchase Date-7-11-2012 Purchase Price-538420 Natoli-37/10 Purchase Date-7-11-2012 Purchase Price-700000 Natoli-38/10 Purchase Date-10-06-2016 Purchase Price-8584640 Natoli-38/04 Purchase Date-06-05-2017 Purchase Price-3776866 Natoli-31/17 Purchase Date-24-05-2019 Purchase Price-532000 Dongariwadi-93/01,140/01,85/03,141 Purchase Date-13-03-2018 Purchase Price-785100 Amboli 47 Purchase Date-02-02-2018 Purchase Price-21300 Red-344
Total Area 31.03
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,17,69,500  2 Crore+",Nil,"Kapari-465 Purchase Date-12-01-2015 Purchase Price-165520 Kapari-468 Purchase Date-15-01-2015 Purchase Price-630500 Kapari-477 Purchase Date-08-04-2010 Purchase Price-1345000 Natoli-84/04 Purchase Date-07-11-2012 Purchase Price-350960 Natoli-89/01 Purchase Date-07-06-2012 Purchase Price-750000 Dongarwadi-93/01 Purchase Date-10-06-2016 Purchase Price-4292340 Dongarwadi-140/01 Purchase Date-07-05-2017 Purchase Price-3476867 Dongarwadi-88 Purchase Date-21-11-2017 Purchase Price-340120 Balwadi-737 Purchase Date-02-02-2018 Purchase Price-64240 Red-344 Purchase Date-05-02-2018 Purchase Price-276380 Purchase Date-7-11-2012 Purchase Price-538420
Total Area 23.31
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,41,83,700  2 Crore+",Nil,Nil, 58487700
ii,Non Agricultural Land,"Kapari- Part No.511 B Purchase Date-20-12-1990 Purchase Price-117000 Kapari-Part No.498 Purchase Date-20-12-1990 Purchase Price-16875
Total Area 382000
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
3,82,00,000  3 Crore+","kapari part No.498
Total Area 78000
Built Up Area
Whether Inherited N
Purchase Date 1990-12-20
Purchase Cost 16875.00
Development Cost 0.00
78,00,000  78 Lacs+",Nil,Nil,Nil,Nil, 46000000
iii,Commercial Buildings,Nil,Nil,Nil,Nil,Nil,Nil,0
iv,Residential Buildings,"Chikhali Part No.225 Area-4400 Mankhurd Mumbai Survey No.212 Area-614
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 5720000.00
1,53,80,000  1 Crore+","Kolhapur Part No.237 Area-10200 Date-14-01-2008 Kolhapur Part No.238/2 Area-1660 Purchase Price-1125730 Mankhurd-614 Date-06-08-2002 Purchase Date-06-08-2002 Purchase Price-3465000
Total Area
Built Up Area
Whether Inherited N
Purchase Date 0000-00-00
Purchase Cost 0.00
Development Cost 0.00
2,85,00,000  2 Crore+",Nil,Nil,Nil,Nil, 43880000
v,Others,Nil,Nil,Nil,Nil,Nil,Nil,0
vi,Total Current Market Value of (i) to (v) (as per Affidavit),"6,61,14,500  6 Crore+","5,80,69,500  5 Crore+",Nil,"2,41,83,700  2 Crore+",Nil,Nil, 148367700
vii,Totals Calculated,"Rs 6,61,14,500
6 Crore+","Rs 5,80,69,500
5 Crore+",Nil,"Rs 2,41,83,700
2 Crore+",Nil,Nil, 148367700
