0,1,2,3,4,5,6,7,8
i,Cash,"70,000  70 Thou+",Nil,Nil,Nil,Nil,Nil,"Rs 70,000
70 Thou+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","BOI
2,784  2 Thou+

BOI
4,535  4 Thou+

BOI
5,290  5 Thou+

Sangli District Bank
2,19,468  2 Lacs+

Sangli District Bank
4,965  4 Thou+

Sangli District Bank
28,757  28 Thou+

Abhudaya Co Op Bank
3,86,118  3 Lacs+

SBI
10,01,228  10 Lacs+

ICICI
36,411  36 Thou+

Abhudaya Co Op Bank
5,41,541  5 Lacs+

SBI
53,382  53 Thou+

IDBI
27,75,170  27 Lacs+","Abhudaya Co Op Bank
3,198  3 Thou+

ICICI Bank
26,903  26 Thou+",Nil,Nil,Nil,Nil,"Rs 50,89,750
50 Lacs+"
iii,"Bonds, Debentures and Shares in companies","Sam Industries Indore
4,080  4 Thou+","Das Offshore Pvt Ltd
20,00,000  20 Lacs+",Nil,Nil,Nil,Nil,"Rs 20,04,080
20 Lacs+"
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies","23,40,000  23 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 23,40,000
23 Lacs+",
v,Personal loans/advance given,Nil,Nil,Nil,Nil,Nil,Nil,Nil
vi,"Motor Vehicles (details of make, etc.)","Toyota Innova
14,76,174  14 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 14,76,174
14 Lacs+"
vii,Jewellery (give details weight value),"300 Gram
11,40,000  11 Lacs+","300 Gram
11,40,000  11 Lacs+",Nil,Nil,Nil,Nil,"Rs 22,80,000
22 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"1,00,89,908  1 Crore+","31,70,101  31 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,32,60,009
1 Crore+",
Totals (Calculated as Sum of Values),"Rs 1,00,89,903
1 Crore+","Rs 31,70,101
31 Lacs+",Nil,Nil,Nil,Nil,"Rs 1,32,60,004
1 Crore+",
