0,1,2,3,4,5,6,7,8
i,Cash,"1,25,000  1 Lacs+","40,000  40 Thou+",Nil,Nil,Nil,Nil,"Rs 1,65,000
1 Lacs+"
ii,"Deposits in Banks, Financial Institutions and Non-Banking Financial Companies","Central Bank Of India
42,589  42 Thou+

Central Bank Of India
9,821  9 Thou+

Central Bank Of India
6,332  6 Thou+

Central Bank Of India
19,268  19 Thou+

BOM
1,307  1 Thou+

BOM
1,84,601  1 Lacs+

HDFC Bank
31,537  31 Thou+

Shree Mahavir Sah Bank
45,703  45 Thou+

BOM
1,000  1 Thou+","Central BAnk Of India
14,26,299  14 Lacs+

BOM
4,452  4 Thou+

HDFC Bank
13,510  13 Thou+

BOM
15,794  15 Thou+

Canara Bank
15,00,694  15 Lacs+

BOM
1,000  1 Thou+",Nil,Nil,Nil,Nil,"Rs 33,03,907
33 Lacs+"
iii,"Bonds, Debentures and Shares in companies","V.V Karyakari Sah Sanstha HIngole
5,100  5 Thou+

Shree Mahavir Sah Bank Jalgaon
3,12,500  3 Lacs+

Umang Industries Chalisgaon
4,95,109  4 Lacs+

Umang Industries Chalisgaon
16,16,609  16 Lacs+

Umangjyoti Bildcon LLP
10,65,440  10 Lacs+

Ghruneshwar Shugars Prt Ltd
2,30,00,000  2 Crore+

Suprino Industries Pvt. Ltd
50,000  50 Thou+

Umang Agro Industry Chalisgaon
3,12,500  3 Lacs+","Suprino Industries Pvt. Ltd.
50,000  50 Thou+",Nil,Nil,Nil,Nil,"Rs 2,69,07,258
2 Crore+"
iv,"(a)
NSS, Postal Savings etc",Nil,Nil,Nil,Nil,Nil,Nil,Nil
"(b)
LIC or other insurance Policies",Nil,Nil,Nil,Nil,Nil,Nil,Nil,
v,Personal loans/advance given,"2,52,25,000  2 Crore+",Nil,Nil,Nil,Nil,Nil,"Rs 2,52,25,000
2 Crore+"
vi,"Motor Vehicles (details of make, etc.)","Eletra Four Wheelar
14,85,000  14 Lacs+

Inova Toyota Four Wheelar
20,87,930  20 Lacs+

Fotunar Toyota Four Wheelar
27,69,000  27 Lacs+",Nil,Nil,Nil,Nil,Nil,"Rs 63,41,930
63 Lacs+"
vii,Jewellery (give details weight value),"Gold 100 Gm
3,75,000  3 Lacs+","Gold 250 Gm
9,37,500  9 Lacs+",Nil,Nil,Nil,Nil,"Rs 13,12,500
13 Lacs+"
viii,"Other assets, such as values of claims / interests",Nil,Nil,Nil,Nil,Nil,Nil,Nil
Gross Total Value (as per Affidavit),"5,92,66,346  5 Crore+","39,89,250  39 Lacs+",Nil,Nil,Nil,Nil,"Rs 6,32,55,596
6 Crore+",
Totals (Calculated as Sum of Values),"Rs 5,92,66,346
5 Crore+","Rs 39,89,249
39 Lacs+",Nil,Nil,Nil,Nil,"Rs 6,32,55,595
6 Crore+",
