0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 37,32,915 ~ 37 Lacs+
2017 - 2018 ** Rs 32,24,862 ~ 32 Lacs+
2016 - 2017 ** Rs 21,00,756 ~ 21 Lacs+
2015 - 2016 ** Rs 14,90,209 ~ 14 Lacs+
2014 - 2015 ** Rs 16,39,763 ~ 16 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 3,23,122 ~ 3 Lacs+
2017 - 2018 ** Rs 2,38,560 ~ 2 Lacs+
2016 - 2017 ** Rs 3,90,745 ~ 3 Lacs+
2015 - 2016 ** Rs 3,76,314 ~ 3 Lacs+
2014 - 2015 ** Rs 2,54,125 ~ 2 Lacs+"
huf,Y,2018 - 2019,"2018 - 2019 ** Rs 2,44,125 ~ 2 Lacs+
2017 - 2018 ** Rs 2,20,164 ~ 2 Lacs+
2016 - 2017 ** Rs 2,49,960 ~ 2 Lacs+
2015 - 2016 ** Rs 2,49,360 ~ 2 Lacs+
2014 - 2015 ** Rs 2,11,970 ~ 2 Lacs+"
dependent1,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
