0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 56,55,390 ~ 56 Lacs+
2017 - 2018 ** Rs 47,36,620 ~ 47 Lacs+
2016 - 2017 ** Rs 34,23,860 ~ 34 Lacs+
2015 - 2016 ** Rs 27,13,960 ~ 27 Lacs+
2014 - 2015 ** Rs 27,77,870 ~ 27 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 25,63,471 ~ 25 Lacs+
2017 - 2018 ** Rs 16,21,383 ~ 16 Lacs+
2016 - 2017 ** Rs 14,81,884 ~ 14 Lacs+
2015 - 2016 ** Rs 19,19,940 ~ 19 Lacs+
2014 - 2015 ** Rs 21,39,630 ~ 21 Lacs+"
huf,Y,2018 - 2019,"2018 - 2019 ** Rs 62,13,354 ~ 62 Lacs+
2017 - 2018 ** Rs 58,78,822 ~ 58 Lacs+
2016 - 2017 ** Rs 62,72,422 ~ 62 Lacs+
2015 - 2016 ** Rs 71,50,407 ~ 71 Lacs+
2014 - 2015 ** Rs 85,60,780 ~ 85 Lacs+"
dependent1,Y,2018 - 2019,"2018 - 2019 ** Rs 16,14,188 ~ 16 Lacs+
2017 - 2018 ** Rs 16,69,050 ~ 16 Lacs+
2016 - 2017 ** Rs 13,63,256 ~ 13 Lacs+
2015 - 2016 ** Rs 12,98,741 ~ 12 Lacs+
2014 - 2015 ** Rs 18,87,108 ~ 18 Lacs+"
dependent2,Y,2018 - 2019,"2018 - 2019 ** Rs 4,76,580 ~ 4 Lacs+
2017 - 2018 ** Rs 3,23,810 ~ 3 Lacs+
2016 - 2017 ** Rs 3,19,880 ~ 3 Lacs+
2015 - 2016 ** Rs 3,04,510 ~ 3 Lacs+
2014 - 2015 ** Rs 6,08,580 ~ 6 Lacs+"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
