0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 7,46,545 ~ 7 Lacs+
2017 - 2018 ** Rs 9,73,721 ~ 9 Lacs+
2016 - 2017 ** Rs 9,66,641 ~ 9 Lacs+
2015 - 2016 ** Rs 8,64,920 ~ 8 Lacs+
2014 - 2015 ** Rs 7,03,034 ~ 7 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 7,36,977 ~ 7 Lacs+
2017 - 2018 ** Rs 8,71,351 ~ 8 Lacs+
2016 - 2017 ** Rs 9,31,734 ~ 9 Lacs+
2015 - 2016 ** Rs 8,51,284 ~ 8 Lacs+
2014 - 2015 ** Rs 6,66,336 ~ 6 Lacs+"
huf,Y,2018 - 2019,"2018 - 2019 ** Rs 5,01,660 ~ 5 Lacs+
2017 - 2018 ** Rs 8,59,861 ~ 8 Lacs+
2016 - 2017 ** Rs 9,08,285 ~ 9 Lacs+
2015 - 2016 ** Rs 8,05,146 ~ 8 Lacs+
2014 - 2015 ** Rs 4,81,786 ~ 4 Lacs+"
dependent1,Y,2018 - 2019,"2018 - 2019 ** Rs 6,76,433 ~ 6 Lacs+
2017 - 2018 ** Rs 3,12,317 ~ 3 Lacs+
2016 - 2017 ** Rs 0 ~
2015 - 2016 ** Rs 0 ~
2014 - 2015 ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
