0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 4,63,140 ~ 4 Lacs+
2017 - 2018 ** Rs 4,69,940 ~ 4 Lacs+
2016 - 2017 ** Rs 4,34,990 ~ 4 Lacs+
2015 - 2016 ** Rs 4,49,690 ~ 4 Lacs+
2014 - 2015 ** Rs 3,88,630 ~ 3 Lacs+"
spouse,Y,2016 - 2017,"2016 - 2017 ** Rs 2,80,100 ~ 2 Lacs+
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
