0,1,2,3
self,Y,2019 - 2020,"2019 - 2020 ** Rs 37,62,570 ~ 37 Lacs+
2018 - 2019 ** Rs 41,75,107 ~ 41 Lacs+
2017 - 2018 ** Rs 35,41,139 ~ 35 Lacs+
2016 - 2017 ** Rs 39,98,830 ~ 39 Lacs+
2015 - 2016 ** Rs 40,55,445 ~ 40 Lacs+"
spouse,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,Y,2019 - 2020,"2019 - 2020 ** Rs 4,29,038 ~ 4 Lacs+
2018 - 2019 ** Rs 4,95,668 ~ 4 Lacs+
2017 - 2018 ** Rs 4,80,059 ~ 4 Lacs+
2016 - 2017 ** Rs 4,34,360 ~ 4 Lacs+
2015 - 2016 ** Rs 19,24,737 ~ 19 Lacs+"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
