0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 10,90,098 ~ 10 Lacs+
2017 - 2018 ** Rs 11,83,476 ~ 11 Lacs+
2016 - 2017 ** Rs 2,13,504 ~ 2 Lacs+
2015 - 2016 ** Rs 6,14,547 ~ 6 Lacs+
2014 - 2015 ** Rs 6,87,651 ~ 6 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 11,31,663 ~ 11 Lacs+
2017 - 2018 ** Rs 8,10,586 ~ 8 Lacs+
2016 - 2017 ** Rs 7,78,690 ~ 7 Lacs+
2015 - 2016 ** Rs 13,43,257 ~ 13 Lacs+
2014 - 2015 ** Rs 13,29,934 ~ 13 Lacs+"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
