0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 5,94,859 ~ 5 Lacs+
2017 - 2018 ** Rs 5,24,239 ~ 5 Lacs+
2016 - 2017 ** Rs 3,72,713 ~ 3 Lacs+
2015 - 2016 ** Rs 2,38,675 ~ 2 Lacs+
None ** Rs 0 ~"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 36,20,945 ~ 36 Lacs+
2017 - 2018 ** Rs 37,13,752 ~ 37 Lacs+
2016 - 2017 ** Rs 32,92,817 ~ 32 Lacs+
2015 - 2016 ** Rs 36,62,327 ~ 36 Lacs+
2014 - 2015 ** Rs 8,41,956 ~ 8 Lacs+"
huf,Y,2018 - 2019,"2018 - 2019 ** Rs 2,48,724 ~ 2 Lacs+
2017 - 2018 ** Rs 2,07,985 ~ 2 Lacs+
2016 - 2017 ** Rs 1,93,577 ~ 1 Lacs+
2015 - 2016 ** Rs 1,88,560 ~ 1 Lacs+
2014 - 2015 ** Rs 0 ~"
dependent1,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
