0,1,2,3
self,Y,2019 - 2020,"2019 - 2020 ** Rs 29,84,362 ~ 29 Lacs+
2018 - 2019 ** Rs 27,17,025 ~ 27 Lacs+
2017 - 2018 ** Rs 13,34,148 ~ 13 Lacs+
2016 - 2017 ** Rs 6,72,105 ~ 6 Lacs+
2015 - 2016 ** Rs 5,50,300 ~ 5 Lacs+"
spouse,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
