0,1,2,3
self,Y,2017 - 2018,"2017 - 2018 ** Rs 57,63,715 ~ 57 Lacs+
2016 - 2017 ** Rs 47,21,973 ~ 47 Lacs+
2015 - 2016 ** Rs 44,48,900 ~ 44 Lacs+
2014 - 2015 ** Rs 15,27,281 ~ 15 Lacs+
2013 - 2014 ** Rs 10,59,776 ~ 10 Lacs+"
spouse,Y,2017 - 2018,"2017 - 2018 ** Rs 17,38,218 ~ 17 Lacs+
2016 - 2017 ** Rs 15,14,760 ~ 15 Lacs+
2015 - 2016 ** Rs 10,79,904 ~ 10 Lacs+
2014 - 2015 ** Rs 8,16,573 ~ 8 Lacs+
2013 - 2014 ** Rs 5,01,152 ~ 5 Lacs+"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
