0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 5,84,857 ~ 5 Lacs+
2017 - 2018 ** Rs 29,10,078 ~ 29 Lacs+
2016 - 2017 ** Rs 5,37,880 ~ 5 Lacs+
2015 - 2016 ** Rs 5,37,880 ~ 5 Lacs+
2014 - 2015 ** Rs 4,95,880 ~ 4 Lacs+"
spouse,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
