0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 13,78,93,067 ~ 13 Crore+
2017 - 2018 ** Rs 11,51,41,675 ~ 11 Crore+
2016 - 2017 ** Rs 3,09,99,993 ~ 3 Crore+
2015 - 2016 ** Rs 18,21,65,758 ~ 18 Crore+
2014 - 2015 ** Rs 9,42,41,334 ~ 9 Crore+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 11,40,78,375 ~ 11 Crore+
2017 - 2018 ** Rs 10,82,74,403 ~ 10 Crore+
2016 - 2017 ** Rs 7,09,00,366 ~ 7 Crore+
2015 - 2016 ** Rs 87,24,65,560 ~ 87 Crore+
2014 - 2015 ** Rs 25,64,05,293 ~ 25 Crore+"
huf,Y,2018 - 2019,"2018 - 2019 ** Rs 8,75,85,548 ~ 8 Crore+
2017 - 2018 ** Rs 2,53,39,071 ~ 2 Crore+
2016 - 2017 ** Rs 19,92,686 ~ 19 Lacs+
2015 - 2016 ** Rs 1,57,60,107 ~ 1 Crore+
2014 - 2015 ** Rs 1,64,03,106 ~ 1 Crore+"
dependent1,,,"** Nil
** Nil
** Nil
** Nil
** Nil"
dependent2,,,"** Nil
** Nil
** Nil
** Nil
** Nil"
dependent3,,,"** Nil
** Nil
** Nil
** Nil
** Nil"
