0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 33,40,943 ~ 33 Lacs+
2017 - 2018 ** Rs 43,40,110 ~ 43 Lacs+
2016 - 2017 ** Rs 43,72,967 ~ 43 Lacs+
2015 - 2016 ** Rs 10,05,950 ~ 10 Lacs+
2014 - 2015 ** Rs 8,50,000 ~ 8 Lacs+"
spouse,Y,2017 - 2018,"2017 - 2018 ** Rs 8,13,187 ~ 8 Lacs+
2016 - 2017 ** Rs 2,96,117 ~ 2 Lacs+
2015 - 2016 ** Rs 7,09,173 ~ 7 Lacs+
2014 - 2015 ** Rs 10,66,750 ~ 10 Lacs+
2013 - 2014 ** Rs 12,43,092 ~ 12 Lacs+"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,Y,2018 - 2019,"2018 - 2019 ** Rs 4,23,625 ~ 4 Lacs+
2017 - 2018 ** Rs 2,14,514 ~ 2 Lacs+
2016 - 2017 ** Rs 5,47,200 ~ 5 Lacs+
2015 - 2016 ** Rs 3,79,115 ~ 3 Lacs+
2014 - 2015 ** Rs 75,290 ~ 75 Thou+"
dependent2,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
