0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 19,82,590 ~ 19 Lacs+
2017 - 2018 ** Rs 19,47,230 ~ 19 Lacs+
2016 - 2017 ** Rs 12,71,030 ~ 12 Lacs+
2015 - 2016 ** Rs 3,78,350 ~ 3 Lacs+
2014 - 2015 ** Rs 9,58,640 ~ 9 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 26,75,610 ~ 26 Lacs+
2017 - 2018 ** Rs 31,47,480 ~ 31 Lacs+
2016 - 2017 ** Rs 32,21,480 ~ 32 Lacs+
2015 - 2016 ** Rs 36,36,900 ~ 36 Lacs+
2014 - 2015 ** Rs 34,64,790 ~ 34 Lacs+"
huf,Y,2018 - 2019,"2018 - 2019 ** Rs 89,780 ~ 89 Thou+
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
