0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 55,76,966 ~ 55 Lacs+
2017 - 2018 ** Rs 53,75,493 ~ 53 Lacs+
2016 - 2017 ** Rs 62,35,292 ~ 62 Lacs+
2015 - 2016 ** Rs 42,88,561 ~ 42 Lacs+
2014 - 2015 ** Rs 38,79,518 ~ 38 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 16,98,942 ~ 16 Lacs+
2017 - 2018 ** Rs 6,06,242 ~ 6 Lacs+
2016 - 2017 ** Rs 3,20,121 ~ 3 Lacs+
2015 - 2016 ** Rs 3,72,605 ~ 3 Lacs+
2014 - 2015 ** Rs 3,15,491 ~ 3 Lacs+"
huf,Y,2018 - 2019,"2018 - 2019 ** Rs 5,77,597 ~ 5 Lacs+
2017 - 2018 ** Rs 2,24,834 ~ 2 Lacs+
2016 - 2017 ** Rs 8,18,363 ~ 8 Lacs+
2015 - 2016 ** Rs 64,688 ~ 64 Thou+
2014 - 2015 ** Rs 22,394 ~ 22 Thou+"
dependent1,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
