0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 7,63,175 ~ 7 Lacs+
2017 - 2018 ** Rs 9,64,336 ~ 9 Lacs+
2016 - 2017 ** Rs 6,41,455 ~ 6 Lacs+
2015 - 2016 ** Rs 14,33,879 ~ 14 Lacs+
2014 - 2015 ** Rs 7,97,492 ~ 7 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 33,61,520 ~ 33 Lacs+
2017 - 2018 ** Rs 24,98,162 ~ 24 Lacs+
2016 - 2017 ** Rs 22,31,295 ~ 22 Lacs+
2015 - 2016 ** Rs 26,85,998 ~ 26 Lacs+
2014 - 2015 ** Rs 19,97,190 ~ 19 Lacs+"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
