0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 3,38,54,520 ~ 3 Crore+
2017 - 2018 ** Rs 5,06,86,590 ~ 5 Crore+
2016 - 2017 ** Rs 4,00,12,610 ~ 4 Crore+
2015 - 2016 ** Rs 99,58,681 ~ 99 Lacs+
2014 - 2015 ** Rs 87,31,848 ~ 87 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 22,22,000 ~ 22 Lacs+
2017 - 2018 ** Rs 20,77,800 ~ 20 Lacs+
2016 - 2017 ** Rs 18,85,800 ~ 18 Lacs+
2015 - 2016 ** Rs 14,65,800 ~ 14 Lacs+
2014 - 2015 ** Rs 14,75,400 ~ 14 Lacs+"
huf,Y,2018 - 2019,"2018 - 2019 ** Rs 7,30,009 ~ 7 Lacs+
2017 - 2018 ** Rs 51,24,200 ~ 51 Lacs+
2016 - 2017 ** Rs 5,00,000 ~ 5 Lacs+
2015 - 2016 ** Rs 65,21,200 ~ 65 Lacs+
2014 - 2015 ** Rs 66,15,000 ~ 66 Lacs+"
dependent1,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
