0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 2,48,652 ~ 2 Lacs+
2017 - 2018 ** Rs 2,49,986 ~ 2 Lacs+
2016 - 2017 ** Rs 2,35,335 ~ 2 Lacs+
2015 - 2016 ** Rs 3,19,596 ~ 3 Lacs+
2014 - 2015 ** Rs 3,19,505 ~ 3 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 2,49,965 ~ 2 Lacs+
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
