0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 13,83,689 ~ 13 Lacs+
2017 - 2018 ** Rs 11,51,085 ~ 11 Lacs+
2016 - 2017 ** Rs 12,86,458 ~ 12 Lacs+
2015 - 2016 ** Rs 4,26,795 ~ 4 Lacs+
2014 - 2015 ** Rs 4,78,265 ~ 4 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 7,03,408 ~ 7 Lacs+
2017 - 2018 ** Rs 6,85,663 ~ 6 Lacs+
2016 - 2017 ** Rs 4,02,196 ~ 4 Lacs+
2015 - 2016 ** Rs 3,79,589 ~ 3 Lacs+
2014 - 2015 ** Rs 2,70,840 ~ 2 Lacs+"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
