0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 20,99,664 ~ 20 Lacs+
2017 - 2018 ** Rs 20,78,074 ~ 20 Lacs+
2016 - 2017 ** Rs 11,24,959 ~ 11 Lacs+
2015 - 2016 ** Rs 1,68,964 ~ 1 Lacs+
2014 - 2015 ** Rs 4,86,623 ~ 4 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 8,89,977 ~ 8 Lacs+
2017 - 2018 ** Rs 11,21,303 ~ 11 Lacs+
2016 - 2017 ** Rs 8,64,860 ~ 8 Lacs+
2015 - 2016 ** Rs 4,98,029 ~ 4 Lacs+
2014 - 2015 ** Rs 9,06,251 ~ 9 Lacs+"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
