0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 79,33,190 ~ 79 Lacs+
2017 - 2018 ** Rs 27,60,132 ~ 27 Lacs+
2016 - 2017 ** Rs 47,61,852 ~ 47 Lacs+
2015 - 2016 ** Rs 29,86,832 ~ 29 Lacs+
2014 - 2015 ** Rs 26,13,946 ~ 26 Lacs+"
spouse,Y,2019 - 2020,"2019 - 2020 ** Rs 2,85,000 ~ 2 Lacs+
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,Y,2019 - 2020,"2019 - 2020 ** Rs 4,56,436 ~ 4 Lacs+
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,Y,2019 - 2020,"2019 - 2020 ** Rs 2,65,000 ~ 2 Lacs+
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
