0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 61,68,610 ~ 61 Lacs+
2017 - 2018 ** Rs 70,77,288 ~ 70 Lacs+
2016 - 2017 ** Rs 22,21,439 ~ 22 Lacs+
2014 - 2015 ** Rs 47,45,580 ~ 47 Lacs+
2013 - 2014 ** Rs 44,21,291 ~ 44 Lacs+"
spouse,Y,2017 - 2018,"2017 - 2018 ** Rs 1,53,32,681 ~ 1 Crore+
2016 - 2017 ** Rs 90,21,870 ~ 90 Lacs+
2014 - 2015 ** Rs 63,11,899 ~ 63 Lacs+
2013 - 2014 ** Rs 52,77,762 ~ 52 Lacs+
2012 - 2013 ** Rs 67,63,441 ~ 67 Lacs+"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
