0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 23,48,308 ~ 23 Lacs+
2017 - 2018 ** Rs 23,46,081 ~ 23 Lacs+
2016 - 2017 ** Rs 12,70,037 ~ 12 Lacs+
2015 - 2016 ** Rs 9,58,828 ~ 9 Lacs+
2014 - 2015 ** Rs 5,43,910 ~ 5 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 6,52,345 ~ 6 Lacs+
2017 - 2018 ** Rs 6,70,167 ~ 6 Lacs+
2016 - 2017 ** Rs 7,34,243 ~ 7 Lacs+
2015 - 2016 ** Rs 11,34,784 ~ 11 Lacs+
2014 - 2015 ** Rs 6,48,582 ~ 6 Lacs+"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
