0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 1,21,18,773 ~ 1 Crore+
2017 - 2018 ** Rs 92,60,299 ~ 92 Lacs+
2016 - 2017 ** Rs 93,48,517 ~ 93 Lacs+
2015 - 2016 ** Rs 1,22,41,898 ~ 1 Crore+
2014 - 2015 ** Rs 98,23,188 ~ 98 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 1,14,09,404 ~ 1 Crore+
2017 - 2018 ** Rs 16,81,641 ~ 16 Lacs+
2016 - 2017 ** Rs 2,65,00,505 ~ 2 Crore+
2015 - 2016 ** Rs 2,19,51,966 ~ 2 Crore+
2014 - 2015 ** Rs 61,00,632 ~ 61 Lacs+"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
