0,1,2,3
self,Y,2019 - 2020,"2019 - 2020 ** Rs 10,37,201 ~ 10 Lacs+
2018 - 2019 ** Rs 11,26,250 ~ 11 Lacs+
2017 - 2018 ** Rs 8,78,800 ~ 8 Lacs+
2016 - 2017 ** Rs 8,64,800 ~ 8 Lacs+
2015 - 2016 ** Rs 64,733 ~ 64 Thou+"
spouse,Y,2019 - 2020,"2019 - 2020 ** Rs 13,92,351 ~ 13 Lacs+
2018 - 2019 ** Rs 14,30,520 ~ 14 Lacs+
2017 - 2018 ** Rs 11,41,520 ~ 11 Lacs+
2016 - 2017 ** Rs 20,60,640 ~ 20 Lacs+
2015 - 2016 ** Rs 11,15,850 ~ 11 Lacs+"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
