0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 45,22,013 ~ 45 Lacs+
2017 - 2018 ** Rs 50,35,291 ~ 50 Lacs+
2016 - 2017 ** Rs 36,42,256 ~ 36 Lacs+
2015 - 2016 ** Rs 50,20,259 ~ 50 Lacs+
2014 - 2015 ** Rs 27,65,041 ~ 27 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 19,67,178 ~ 19 Lacs+
2017 - 2018 ** Rs 22,61,495 ~ 22 Lacs+
2016 - 2017 ** Rs 53,30,237 ~ 53 Lacs+
2015 - 2016 ** Rs 10,32,875 ~ 10 Lacs+
2014 - 2015 ** Rs 9,09,084 ~ 9 Lacs+"
huf,Y,2018 - 2019,"2018 - 2019 ** Rs 30,62,342 ~ 30 Lacs+
2017 - 2018 ** Rs 22,19,888 ~ 22 Lacs+
2016 - 2017 ** Rs 31,95,681 ~ 31 Lacs+
2015 - 2016 ** Rs 30,72,417 ~ 30 Lacs+
2014 - 2015 ** Rs 24,54,754 ~ 24 Lacs+"
dependent1,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
