0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 3,67,54,723 ~ 3 Crore+
2017 - 2018 ** Rs 3,80,15,407 ~ 3 Crore+
2016 - 2017 ** Rs 1,33,74,149 ~ 1 Crore+
2015 - 2016 ** Rs 2,94,58,525 ~ 2 Crore+
2014 - 2015 ** Rs 2,78,14,422 ~ 2 Crore+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 26,23,606 ~ 26 Lacs+
2017 - 2018 ** Rs 16,93,710 ~ 16 Lacs+
2016 - 2017 ** Rs 28,51,143 ~ 28 Lacs+
2015 - 2016 ** Rs 44,29,849 ~ 44 Lacs+
2014 - 2015 ** Rs 51,02,676 ~ 51 Lacs+"
huf,Y,2018 - 2019,"2018 - 2019 ** Rs 11,08,668 ~ 11 Lacs+
2017 - 2018 ** Rs 9,12,910 ~ 9 Lacs+
2016 - 2017 ** Rs 7,62,093 ~ 7 Lacs+
2015 - 2016 ** Rs 7,20,063 ~ 7 Lacs+
2014 - 2015 ** Rs 9,95,072 ~ 9 Lacs+"
dependent1,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
