0,1,2,3
self,Y,2019 - 2020,"2019 - 2020 ** Rs 49,03,070 ~ 49 Lacs+
2018 - 2019 ** Rs 44,05,314 ~ 44 Lacs+
2017 - 2018 ** Rs 29,44,787 ~ 29 Lacs+
2016 - 2017 ** Rs 77,04,713 ~ 77 Lacs+
2015 - 2016 ** Rs 38,60,085 ~ 38 Lacs+"
spouse,Y,2019 - 2020,"2019 - 2020 ** Rs 8,51,612 ~ 8 Lacs+
2018 - 2019 ** Rs 11,57,624 ~ 11 Lacs+
2017 - 2018 ** Rs 13,25,221 ~ 13 Lacs+
2016 - 2017 ** Rs 11,41,252 ~ 11 Lacs+
2015 - 2016 ** Rs 7,37,060 ~ 7 Lacs+"
huf,Y,2019 - 2020,"2019 - 2020 ** Rs 19,61,099 ~ 19 Lacs+
2018 - 2019 ** Rs 18,93,592 ~ 18 Lacs+
2017 - 2018 ** Rs 19,26,272 ~ 19 Lacs+
2016 - 2017 ** Rs 25,22,216 ~ 25 Lacs+
2015 - 2016 ** Rs 20,08,729 ~ 20 Lacs+"
dependent1,Y,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
