0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 22,59,021 ~ 22 Lacs+
2017 - 2018 ** Rs 20,33,947 ~ 20 Lacs+
2016 - 2017 ** Rs 10,48,338 ~ 10 Lacs+
2015 - 2016 ** Rs 3,39,757 ~ 3 Lacs+
2014 - 2015 ** Rs 1,43,012 ~ 1 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 21,81,874 ~ 21 Lacs+
2017 - 2018 ** Rs 23,90,650 ~ 23 Lacs+
2016 - 2017 ** Rs 18,06,349 ~ 18 Lacs+
2015 - 2016 ** Rs 17,80,180 ~ 17 Lacs+
2014 - 2015 ** Rs 11,95,056 ~ 11 Lacs+"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
