0,1,2,3
self,Y,2018 - 2019,"2018 - 2019 ** Rs 23,88,245 ~ 23 Lacs+
2017 - 2018 ** Rs 21,49,290 ~ 21 Lacs+
2016 - 2017 ** Rs 76,140 ~ 76 Thou+
2015 - 2016 ** Rs 3,42,503 ~ 3 Lacs+
2014 - 2015 ** Rs 1,29,527 ~ 1 Lacs+"
spouse,Y,2018 - 2019,"2018 - 2019 ** Rs 11,92,806 ~ 11 Lacs+
2017 - 2018 ** Rs 9,89,028 ~ 9 Lacs+
2016 - 2017 ** Rs 9,78,466 ~ 9 Lacs+
2015 - 2016 ** Rs 13,99,231 ~ 13 Lacs+
2014 - 2015 ** Rs 13,37,866 ~ 13 Lacs+"
huf,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent1,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent2,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
dependent3,N,None,"None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~
None ** Rs 0 ~"
