Name,Constituency,Age,Party Code,Criminal Cases,Number of Cases,Education Level,Total Assets,Total Liabilities,"PAN Given
(Y or N)"
Amin Patel in Maharashtra 2019,MUMBADEVI,56,INC,Yes,2,10th Pass,"44,70,40,953
~ 44 Crore+","8,33,53,258
~ 8 Crore+",Y
Patel Amin Amir Ali in Maharashtra Election 2014,MUMBADEVI,51,INC,No,0,10th Pass,"37,22,05,617
~ 37 Crore+","9,69,96,573
~ 9 Crore+",Y
Amin Patel in Maharashtra 2009,Mumbadevi,46,INC,No,0,8th Pass,"15,35,65,264
~ 15 Crore+","3,11,93,831
~ 3 Crore+",Y
Amin Amirali Patel in Brihanmumbai Municipal Corporation 2007,(209-E) Kamathipura,44,INC,No,0,10th Pass,"9,52,04,784
~ 9 Crore+","1,15,912
~ 1 Lacs+",Y
