Name,Constituency,Age,Party Code,Criminal Cases,Number of Cases,Education Level,Total Assets,Total Liabilities,"PAN Given
(Y or N)"
Ashish Nandkishor Jaiswal in Maharashtra 2019,RAMTEK,48,IND,Yes,1,Graduate Professional,"5,64,54,480
~ 5 Crore+","85,39,085
~ 85 Lacs+",Y
Ashish Nandkishore Jaiswal (vakil) in Maharashtra Election 2014,RAMTEK,43,SHS,Yes,7,Graduate Professional,"1,57,08,075
~ 1 Crore+","16,61,667
~ 16 Lacs+",Y
Ashish Nandkishor Jaiswal (Wakil) in Maharashtra 2009,Ramtek,38,SHS,Yes,4,Graduate Professional,"66,08,146
~ 66 Lacs+","6,94,055
~ 6 Lacs+",Y
ASHISH NANDKISHOR JAISWAL (WAKIL) in Maharashtra 2004,RAMTEK,33,SHS,Yes,7,Graduate Professional,"29,54,167
~ 29 Lacs+","1,74,889
~ 1 Lacs+",Y
