Name,Constituency,Age,Party Code,Criminal Cases,Number of Cases,Education Level,Total Assets,Total Liabilities,"PAN Given
(Y or N)"
Mangalprabhat Lodha in Maharashtra 2019,MALABAR HILL,63,BJP,Yes,5,Graduate Professional,"4,41,65,70,742
~ 441 Crore+","2,83,36,98,199
~ 283 Crore+",Y
Mangal Prabhat Lodha in Maharashtra Election 2014,MALABAR HILL,58,BJP,Yes,1,Graduate Professional,"1,98,61,79,233
~ 198 Crore+","91,66,98,414
~ 91 Crore+",Y
Mangal Prabhat Lodha in Maharashtra 2009,Malabar Hill,54,BJP,Yes,5,Graduate Professional,"68,64,33,265
~ 68 Crore+","7,72,30,146
~ 7 Crore+",Y
MANGAL PRABHAT LODHA in Maharashtra 2004,MALBAR HILL,48,BJP,Yes,6,Graduate Professional,"7,89,95,000
~ 7 Crore+","15,10,000
~ 15 Lacs+",Y
