Name,Constituency,Age,Party Code,Criminal Cases,Number of Cases,Education Level,Total Assets,Total Liabilities,"PAN Given
(Y or N)"
Balasaheb Alias Shamrao Pandurang Patil in Maharashtra 2019,KARAD NORTH,58,NCP,No,0,12th Pass,"18,47,83,842
~ 18 Crore+","52,67,401
~ 52 Lacs+",Y
Patil Shamrao-balaso Pandurang in Maharashtra Election 2014,KARAD NORTH,53,NCP,No,0,12th Pass,"8,11,64,802
~ 8 Crore+","23,80,487
~ 23 Lacs+",Y
Patil Shamrao alias Balasaheb Pandurang in Maharashtra 2009,Karad North,47,IND,No,0,12th Pass,"1,96,23,131
~ 1 Crore+","49,28,759
~ 49 Lacs+",Y
PATIL BALASAHEB PANDURANG in Maharashtra 2004,KARAD NORTH,39,NCP,No,0,Post Graduate,"64,12,087
~ 64 Lacs+","5,17,719
~ 5 Lacs+",Y
