Name,Constituency,Age,Party Code,Criminal Cases,Number of Cases,Education Level,Total Assets,Total Liabilities,"PAN Given
(Y or N)"
Vikhe Patil Radhakrishna Eknathrao in Maharashtra 2019,SHIRDI,60,BJP,No,0,Graduate,"24,78,26,279
~ 24 Crore+","0
~",Y
Radhakrishna Eknathrao Vikhe Patil in Maharashtra Election 2014,SHIRDI,55,INC,No,0,Graduate,"18,00,61,514
~ 18 Crore+","0
~",Y
Patil Vikhe Radakrishna Eknathrao in Maharashtra 2009,Shirdi,51,INC,No,0,Graduate,"4,32,22,219
~ 4 Crore+","3,47,962
~ 3 Lacs+",Y
VIKHE PATIL RADHAKRISHNA EKNATH RAO in Maharashtra 2004,SHIRDI,46,INC,No,0,Graduate,"1,57,19,199
~ 1 Crore+","1,42,837
~ 1 Lacs+",Y
