Name,Constituency,Age,Party Code,Criminal Cases,Number of Cases,Education Level,Total Assets,Total Liabilities,"PAN Given
(Y or N)"
Kute Sanjay Shriram in Maharashtra 2019,JALGAON (JAMOD),50,BJP,No,0,Graduate Professional,"6,89,18,940
~ 6 Crore+","1,78,26,618
~ 1 Crore+",Y
Kute Sanjay Shriram in Maharashtra Election 2014,JALGAON (JAMOD),45,BJP,Yes,4,Graduate Professional,"3,55,24,759
~ 3 Crore+","1,10,66,941
~ 1 Crore+",Y
Dr. Kute Sanjay Shriram in Maharashtra 2009,Jalgaon Jamod,40,BJP,Yes,4,Graduate Professional,"50,55,011
~ 50 Lacs+","4,11,578
~ 4 Lacs+",Y
DR.KUTE SANJAY SHREERAM in Maharashtra 2004,JALAMB,36,BJP,Yes,2,Graduate,"24,26,435
~ 24 Lacs+","27,09,568
~ 27 Lacs+",Y
