Name,Constituency,Age,Party Code,Criminal Cases,Number of Cases,Education Level,Total Assets,Total Liabilities,"PAN Given
(Y or N)"
Vijay Alias Balasaheb Bhausaheb Thorat in Maharashtra 2019,SANGMNER,66,INC,No,0,Graduate Professional,"12,08,87,931
~ 12 Crore+","17,01,263
~ 17 Lacs+",Y
Vijay Alias Balasaheb Bhausaheb Thorat in Maharashtra Election 2014,SANGMNER,61,INC,No,0,Graduate Professional,"4,59,57,980
~ 4 Crore+","14,21,473
~ 14 Lacs+",Y
Thorat Vijay alias Balasaheb Bhausaheb in Maharashtra 2009,Sangamner,56,INC,No,0,Graduate Professional,"2,38,50,812
~ 2 Crore+","10,32,986
~ 10 Lacs+",Y
THORAT VIJAY ALIAS BALASAHEB BHAOSAHAB in Maharashtra 2004,SANGAMNER,51,INC,No,0,Graduate Professional,"1,07,23,799
~ 1 Crore+","6,81,175
~ 6 Lacs+",Y
