Name,Constituency,Age,Party Code,Criminal Cases,Number of Cases,Education Level,Total Assets,Total Liabilities,"PAN Given
(Y or N)"
Abdul Sattar Abdul Nabi in Maharashtra 2019,SILLOD,54,SHS,Yes,8,12th Pass,"20,85,28,898
~ 20 Crore+","1,75,24,409
~ 1 Crore+",Y
Abdul Sattar Abdul Nabi in Maharashtra Election 2014,SILLOD,49,INC,No,0,12th Pass,"17,65,94,688
~ 17 Crore+","2,15,45,898
~ 2 Crore+",Y
Abdul Sattar Abdul Nabi in Maharashtra 2009,Sillod,44,INC,Yes,12,Graduate,"5,46,19,600
~ 5 Crore+","1,77,17,936
~ 1 Crore+",Y
ABDUL SATTAR ABDUL NABI in Maharashtra 2004,SILLOD,40,INC,No,0,12th Pass,"1,48,42,000
~ 1 Crore+","18,35,000
~ 18 Lacs+",Y
