Name,Constituency,Age,Party Code,Criminal Cases,Number of Cases,Education Level,Total Assets,Total Liabilities,"PAN Given
(Y or N)"
Jayant Rajaram Patil in Maharashtra 2019,ISLAMPUR,57,NCP,No,0,12th Pass,"16,95,18,704
~ 16 Crore+","0
~",Y
Jayant Rajaram Patil in Maharashtra Election 2014,ISLAMPUR,52,NCP,No,0,Graduate Professional,"5,57,25,285
~ 5 Crore+","0
~",Y
Jayant Rajaram Patil in Maharashtra 2009,Islampur,47,NCP,No,0,Graduate Professional,"5,87,65,221
~ 5 Crore+","0
~",Y
JAYANT RAJARAM PATIL in Maharashtra 2004,WALVA,42,NCP,No,0,Graduate Professional,"2,93,58,788
~ 2 Crore+","46,10,598
~ 46 Lacs+",Y
